Title: sol14
Assay date: 11/01/2022 10:43:06
Instrument: Spectrophotomètre EASYSPEC S/N: 83004895

Settings:
Start WL: 400 nm
End WL: 750 nm
Bandwidth: 5 nm
Step: 1 nm
Gain auto: yes
Averaging time: 0,1 s

Data
	Curve #1	
nm	ABS
639	0,0273125
640	0,0244373
641	0,0218316
642	0,0194568
643	0,0173289
644	0,0153901
645	0,0136091
646	0,0120116
647	0,0106017
648	0,00932486
649	0,0081759
650	0,00715794
651	0,0062496
652	0,00541741
653	0,0046896
654	0,00403811
655	0,00344151
656	0,00290225
657	0,00242929
658	0,00198869
659	0,00158979
660	0,00123328
661	0,000908064
662	0,000604535
663	0,000333358
664	8,84352e-05
665	-0,000132382
666	-0,000330549
667	-0,000509342
668	-0,000676692
669	-0,000827415
670	-0,000964983
671	-0,00109701
672	-0,00122572
673	-0,00134184
674	-0,0014489
675	-0,00154895
676	-0,00163613
677	-0,00170812
678	-0,00176878
679	-0,00182267
680	-0,00186724
681	-0,00190722
682	-0,00194487
683	-0,00198347
684	-0,00202255
685	-0,00206443
686	-0,00210458
687	-0,00214086
688	-0,00217437
689	-0,00220336
690	-0,00222691
691	-0,00224949
692	-0,00227309
693	-0,00229372
694	-0,0023152
695	-0,00233819
696	-0,00235788
697	-0,00237368
698	-0,00238842
699	-0,00239884
700	-0,00240766
701	-0,00242163
702	-0,00243919
703	-0,00246017
704	-0,00249612
705	-0,00253845
706	-0,00257912
707	-0,00262027
708	-0,00265723
709	-0,00266875
710	-0,00267232
711	-0,00267726
712	-0,00267724
713	-0,00267493
714	-0,00268073
715	-0,00268634
716	-0,00268762
717	-0,00269773
718	-0,00270575
719	-0,00271677
720	-0,00273118
721	-0,00271974
722	-0,00267429
723	-0,00261995
724	-0,00255205
725	-0,00237809
726	-0,00216823
727	-0,00195645
728	-0,00173054
729	-0,00166744
730	-0,00193445
731	-0,00230793
732	-0,0026775
733	-0,00311933
734	-0,00324755
735	-0,00298073
736	-0,00265027
737	-0,0024146
738	-0,00212304
739	-0,00203948
740	-0,0021487
741	-0,00237231
742	-0,00257644
743	-0,00281229
744	-0,00301712
745	-0,00315659
746	-0,00303063
747	-0,00292126
748	-0,00256619
749	-0,00165182
750	0,000258391
