Title: sol6
Assay date: 11/01/2022 09:41:13
Instrument: Spectrophotomètre EASYSPEC S/N: 83004895

Settings:
Start WL: 400 nm
End WL: 750 nm
Bandwidth: 5 nm
Step: 1 nm
Gain auto: yes
Averaging time: 0,1 s

Data
	Curve #1	
nm	ABS
597	0,292933
598	0,286629
599	0,279368
600	0,271393
601	0,262294
602	0,252375
603	0,24217
604	0,231461
605	0,219969
606	0,208604
607	0,197185
608	0,185271
609	0,173386
610	0,162083
611	0,150625
612	0,139417
613	0,129084
614	0,119312
615	0,109722
616	0,101114
617	0,093166
618	0,085417
619	0,0781548
620	0,0716511
621	0,0653804
622	0,0595023
623	0,0542626
624	0,049415
625	0,0447719
626	0,0405275
627	0,0366388
628	0,0329773
629	0,0296444
630	0,0267208
631	0,0240734
632	0,0216842
633	0,0195413
634	0,0175859
635	0,0157801
636	0,0141434
637	0,0126696
638	0,0113702
639	0,0102308
640	0,00920109
641	0,00827696
642	0,00742429
643	0,00662586
644	0,0058816
645	0,00521613
646	0,00460782
647	0,00406906
648	0,00359047
649	0,00315858
650	0,00276405
651	0,0024186
652	0,0021116
653	0,00184548
654	0,00161144
655	0,00140565
656	0,0012168
657	0,00104512
658	0,000882051
659	0,000729327
660	0,000579993
661	0,000440069
662	0,000305855
663	0,000185144
664	7,97048e-05
665	-4,40154e-06
666	-7,44491e-05
667	-0,000131322
668	-0,000184904
669	-0,000233351
670	-0,000282088
671	-0,000331232
672	-0,0003805
673	-0,000427097
674	-0,000471526
675	-0,000513607
676	-0,000553162
677	-0,000590058
678	-0,000619414
679	-0,000644392
680	-0,000664591
681	-0,000680094
682	-0,00069123
683	-0,000702067
684	-0,000712702
685	-0,00072348
686	-0,000729047
687	-0,000728803
688	-0,000724522
689	-0,000715886
690	-0,000701867
691	-0,000692867
692	-0,0006905
693	-0,00069175
694	-0,000698278
695	-0,000711333
696	-0,000723017
697	-0,000731628
698	-0,000739658
699	-0,000745861
700	-0,000750301
701	-0,000757648
702	-0,000766842
703	-0,000773521
704	-0,000780452
705	-0,000787778
706	-0,000789381
707	-0,000788309
708	-0,000787634
709	-0,000781929
710	-0,000776927
711	-0,000782128
712	-0,000788636
713	-0,000793724
714	-0,000800061
715	-0,000813957
716	-0,000830761
717	-0,000865437
718	-0,000903358
719	-0,000947053
720	-0,000983056
721	-0,000980879
722	-0,000932982
723	-0,000873344
724	-0,000798928
725	-0,000619945
726	-0,000414691
727	-0,000215663
728	-5,75004e-06
729	3,01472e-05
730	-0,000275786
731	-0,000690009
732	-0,00110085
733	-0,00158654
734	-0,0017463
735	-0,00149957
736	-0,00118095
737	-0,000946453
738	-0,000641683
739	-0,000537071
740	-0,000617658
741	-0,000804443
742	-0,00097299
743	-0,00117494
744	-0,00135112
745	-0,00146447
746	-0,00131438
747	-0,00118133
748	-0,000791769
749	0,000158325
750	0,00206211
