Title: sol1_acid
Assay date: 11/01/2022 09:16:00
Instrument: Spectrophotomètre EASYSPEC S/N: 83004895

Settings:
Start WL: 400 nm
End WL: 750 nm
Bandwidth: 5 nm
Step: 1 nm
Gain auto: yes
Averaging time: 0,1 s

Data
	Curve #1: sol1_acid	
nm	ABS
561	0,0132998
562	0,0139746
563	0,0143359
564	0,0146038
565	0,0146383
566	0,0148735
567	0,015085
568	0,0152269
569	0,0154216
570	0,0155541
571	0,0156363
572	0,015779
573	0,0159905
574	0,0161808
575	0,0163784
576	0,0165778
577	0,0167508
578	0,0169374
579	0,0171819
580	0,0175161
581	0,0179459
582	0,0184421
583	0,0189282
584	0,019362
585	0,0196963
586	0,0199163
587	0,0200351
588	0,0201145
589	0,0201763
590	0,0202519
591	0,0203453
592	0,0204405
593	0,0204864
594	0,0204442
595	0,0202926
596	0,0200383
597	0,0196796
598	0,0192164
599	0,0186888
600	0,0181295
601	0,0174413
602	0,0166376
603	0,0158442
604	0,0150444
605	0,0141525
606	0,0133602
607	0,0127115
608	0,0120137
609	0,0112728
610	0,010627
611	0,00984214
612	0,00890264
613	0,00801028
614	0,00720528
615	0,00636135
616	0,0057616
617	0,00536999
618	0,00500816
619	0,00463932
620	0,00438644
621	0,00406844
622	0,00370145
623	0,00335419
624	0,00303879
625	0,0026745
626	0,00233262
627	0,00201843
628	0,00175612
629	0,00152933
630	0,00134833
631	0,00117888
632	0,00101783
633	0,000808002
634	0,000587497
635	0,000404083
636	0,000246585
637	0,000118014
638	8,81401e-05
639	0,000110502
640	9,73153e-05
641	7,73263e-05
642	4,4841e-05
643	-3,92047e-05
644	-0,000147959
645	-0,000217016
646	-0,000282337
647	-0,00034264
648	-0,000388511
649	-0,000430894
650	-0,000491505
651	-0,000542994
652	-0,00058292
653	-0,000612719
654	-0,000634378
655	-0,000646616
656	-0,000658839
657	-0,000671201
658	-0,000684173
659	-0,000695385
660	-0,000707294
661	-0,000720164
662	-0,000732887
663	-0,000745169
664	-0,000755238
665	-0,000760549
666	-0,000760656
667	-0,000759641
668	-0,000759022
669	-0,000760554
670	-0,000766441
671	-0,000777566
672	-0,000792402
673	-0,000809948
674	-0,000829005
675	-0,000847587
676	-0,000864857
677	-0,000879787
678	-0,000890259
679	-0,00089707
680	-0,000900332
681	-0,000900768
682	-0,000899284
683	-0,000903712
684	-0,000913279
685	-0,000923935
686	-0,000934026
687	-0,000943299
688	-0,00093952
689	-0,000923522
690	-0,000903554
691	-0,000882353
692	-0,000860236
693	-0,000846295
694	-0,000842157
695	-0,000843573
696	-0,000848882
697	-0,000856666
698	-0,000862444
699	-0,000863652
700	-0,000860845
701	-0,000853751
702	-0,000843021
703	-0,000832297
704	-0,00082501
705	-0,000822745
706	-0,000822128
707	-0,000824872
708	-0,000825413
709	-0,000820777
710	-0,0008211
711	-0,0008311
712	-0,000846206
713	-0,00086775
714	-0,000896232
715	-0,000914399
716	-0,000926828
717	-0,00093993
718	-0,000945486
719	-0,000946321
720	-0,000959973
721	-0,0009537
722	-0,0009234
723	-0,000892029
724	-0,000871085
725	-0,000763532
726	-0,000640809
727	-0,000543431
728	-0,000453582
729	-0,000530029
730	-0,000930489
731	-0,00142311
732	-0,00187654
733	-0,00237431
734	-0,00252411
735	-0,00224873
736	-0,0018796
737	-0,00158848
738	-0,00121816
739	-0,00103522
740	-0,00102343
741	-0,00111626
742	-0,00118203
743	-0,00127293
744	-0,00134275
745	-0,00135537
746	-0,0011051
747	-0,000871573
748	-0,000387495
749	0,000635415
750	0,00257237
